ID,uDay,uTime,uName,uTeacher,Day,Time,Name,Status,SignTime,dtStart,dtEnd,dtSignTime,Link
december1wednesday6:30pm-7:30pmpower&flow(i/a)hot,Wednesday1,6:30pm-7:30pm,Power & Flow (I/A) Hot,Angela T.,,,,,,2021-12-01 18:30:00,2021-12-01 19:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464996/12/01/2021
december1wednesday6:45pm-7:45pmstrongbyzumbaâ®(i/a),Wednesday1,6:45pm-7:45pm,STRONG by ZumbaÂ® (I/A),Stewart  T.,,,,,,2021-12-01 18:45:00,2021-12-01 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12411768/12/01/2021
december1wednesday7:00pm-8:00pmbodysculpt(e),Wednesday1,7:00pm-8:00pm,Body Sculpt (E),Sheri-Lynn D.,,,,,,2021-12-01 19:00:00,2021-12-01 20:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12457423/12/01/2021
december1wednesday8:00pm-9:00pmhothatha(e),Wednesday1,8:00pm-9:00pm,Hot Hatha (E),Melanie Van L.,,,,,,2021-12-01 20:00:00,2021-12-01 21:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343898/12/01/2021
december2thursday6:15am-7:15ammovatiintervals(e),Thursday2,6:15am-7:15am,Movati Intervals (E),Erica Z.,,,,,,2021-12-02 06:15:00,2021-12-02 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343042/12/02/2021
december2thursday6:15am-7:15amhatha(e),Thursday2,6:15am-7:15am,Hatha (E),Dorothy G.,,,,,,2021-12-02 06:15:00,2021-12-02 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12515582/12/02/2021
december2thursday9:00am-10:00ampower&flow(i/a),Thursday2,9:00am-10:00am,Power & Flow (I/A),Jaqueline C.,,,,,,2021-12-02 09:00:00,2021-12-02 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343902/12/02/2021
december2thursday9:00am-10:00amaquabootcamp(e),Thursday2,9:00am-10:00am,Aqua Bootcamp (E),Laurinda L.,,,,,,2021-12-02 09:00:00,2021-12-02 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12455515/12/02/2021
december2thursday9:15am-10:15amspeed&power(e)â°,Thursday2,9:15am-10:15am,Speed & Power (E) Â°,Jeff T.,,,,,,2021-12-02 09:15:00,2021-12-02 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343904/12/02/2021
december2thursday9:15am-10:15ambodysculpt(e),Thursday2,9:15am-10:15am,Body Sculpt (E),Elena  T.,,,,,,2021-12-02 09:15:00,2021-12-02 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12433364/12/02/2021
december2thursday9:30am-10:30amtrxâ®sweat(i/a),Thursday2,9:30am-10:30am,TRXÂ® Sweat (I/A),Mychel H.,,,,,,2021-12-02 09:30:00,2021-12-02 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12433369/12/02/2021
december2thursday10:15am-11:15ammovatirom(e),Thursday2,10:15am-11:15am,Movati ROM (E),Jaqueline C.,,,,,,2021-12-02 10:15:00,2021-12-02 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12526935/12/02/2021
december2thursday12:10pm-12:50pmanti-gravityâ®restorative(e),Thursday2,12:10pm-12:50pm,Anti-GravityÂ® Restorative (E),Jaqueline C.,,,,,,2021-12-02 12:10:00,2021-12-02 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413392/12/02/2021
december2thursday12:10pm-12:50pmbootcamp(e),Thursday2,12:10pm-12:50pm,Boot Camp (E),Denise R.,,,,,,2021-12-02 12:10:00,2021-12-02 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414393/12/02/2021
december2thursday12:10pm-12:50pmspeed&power(e)â°,Thursday2,12:10pm-12:50pm,Speed & Power (E) Â°,Nick Van L.,,,,,,2021-12-02 12:10:00,2021-12-02 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464081/12/02/2021
december2thursday12:10pm-12:50pmaquabootcamp(e),Thursday2,12:10pm-12:50pm,Aqua Bootcamp (E),Mary S.,,,,,,2021-12-02 12:10:00,2021-12-02 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12507865/12/02/2021
december2thursday12:10pm-12:50pmpower&flow(i/a),Thursday2,12:10pm-12:50pm,Power & Flow (I/A),Katherine B.,,,,,,2021-12-02 12:10:00,2021-12-02 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12535485/12/02/2021
december2thursday4:30pm-5:15pmhatha(e),Thursday2,4:30pm-5:15pm,Hatha (E),Katherine B.,,,,,,2021-12-02 16:30:00,2021-12-02 17:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417078/12/02/2021
december2thursday4:45pm-5:30pmspeed&power(e)â°,Thursday2,4:45pm-5:30pm,Speed & Power (E) Â°,Franchesca  W.,,,,,,2021-12-02 16:45:00,2021-12-02 17:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410373/12/02/2021
december2thursday5:30pm-6:30pmsweat&surrender(e),Thursday2,5:30pm-6:30pm,Sweat & Surrender (E),Katherine B.,,,,,,2021-12-02 17:30:00,2021-12-02 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417815/12/02/2021
december2thursday5:30pm-6:30pmaquabootcamp(e),Thursday2,5:30pm-6:30pm,Aqua Bootcamp (E),Mary S.,,,,,,2021-12-02 17:30:00,2021-12-02 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12507869/12/02/2021
december2thursday5:45pm-6:45pmmovatibarrephysique(e),Thursday2,5:45pm-6:45pm,Movati Barre Physique (E),Aida C.,,,,,,2021-12-02 17:45:00,2021-12-02 18:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414402/12/02/2021
december2thursday6:45pm-7:45pmzumbaâ®(e),Thursday2,6:45pm-7:45pm,ZumbaÂ® (E),Tova  D.,,,,,,2021-12-02 18:45:00,2021-12-02 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413398/12/02/2021
december2thursday6:45pm-7:30pmmeditation(e),Thursday2,6:45pm-7:30pm,Meditation (E),Katherine B.,,,,,,2021-12-02 18:45:00,2021-12-02 19:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417819/12/02/2021
december3friday6:15am-7:15amsweat&surrender(e),Friday3,6:15am-7:15am,Sweat & Surrender (E),Sue J.,,,,,,2021-12-03 06:15:00,2021-12-03 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417825/12/03/2021
"december3friday9:00am-10:00amcore,balance&stretch(e)",Friday3,9:00am-10:00am,"Core, Balance & Stretch (E)",Elena  T.,,,,,,2021-12-03 09:00:00,2021-12-03 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417814/12/03/2021
december3friday9:15am-10:15amspeed&power(e)â°,Friday3,9:15am-10:15am,Speed & Power (E) Â°,Peter C.,,,,,,2021-12-03 09:15:00,2021-12-03 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343926/12/03/2021
december3friday9:30am-10:30ammovatibarrephysique(e),Friday3,9:30am-10:30am,Movati Barre Physique (E),Alanna  W.,,,,,,2021-12-03 09:30:00,2021-12-03 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343068/12/03/2021
december3friday9:45am-10:30amaquabootcamp(e),Friday3,9:45am-10:30am,Aqua Bootcamp (E),Denise R.,,,,,,2021-12-03 09:45:00,2021-12-03 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12473347/12/03/2021
december3friday10:15am-11:15amfundamentalfitness(b),Friday3,10:15am-11:15am,Fundamental Fitness (B),Jeff T.,,,,,,2021-12-03 10:15:00,2021-12-03 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413406/12/03/2021
december3friday10:30am-11:30ampilates(e),Friday3,10:30am-11:30am,Pilates (E),Gillian L.,,,,,,2021-12-03 10:30:00,2021-12-03 11:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12460219/12/03/2021
december3friday12:10pm-12:50pmtabata(i/a),Friday3,12:10pm-12:50pm,Tabata (I/A),Elena  T.,12/03/2021,12:10pm - 12:50pm,Tabata (I/A),TBO,11/30/2021 11:10:00,2021-12-03 12:10:00,2021-12-03 12:50:00,2021-11-30 11:10:00,https://api.groupexpro.com/gxp/reservations/start/index/12413408/12/03/2021
december3friday12:10pm-12:50pmcorechallenge(e),Friday3,12:10pm-12:50pm,Core Challenge (E),Jenn D.,,,,,,2021-12-03 12:10:00,2021-12-03 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414475/12/03/2021
december3friday12:10pm-12:50pmspeed&power(e)â°,Friday3,12:10pm-12:50pm,Speed & Power (E) Â°,Sheri-Lynn D.,,,,,,2021-12-03 12:10:00,2021-12-03 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12457298/12/03/2021
december3friday12:10pm-1:00pmhatha(e),Friday3,12:10pm-1:00pm,Hatha (E),Emma B.,,,,,,2021-12-03 12:10:00,2021-12-03 13:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12500168/12/03/2021
december3friday5:00pm-6:00pmpower&flow(i/a)hot,Friday3,5:00pm-6:00pm,Power & Flow (I/A) Hot,Angela T.,,,,,,2021-12-03 17:00:00,2021-12-03 18:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12465010/12/03/2021
december3friday5:30pm-6:30pmspeed&power(e)â°,Friday3,5:30pm-6:30pm,Speed & Power (E) Â°,Nick Van L.,,,,,,2021-12-03 17:30:00,2021-12-03 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343937/12/03/2021
december3friday5:30pm-6:30pmstep&sculpt(i/a),Friday3,5:30pm-6:30pm,Step & Sculpt (I/A),Michaela D.,,,,,,2021-12-03 17:30:00,2021-12-03 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413415/12/03/2021
december3friday5:30pm-6:30pmbellydancing(e),Friday3,5:30pm-6:30pm,Belly Dancing (E),Tova  D.,,,,,,2021-12-03 17:30:00,2021-12-03 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12535457/12/03/2021
december3friday6:15pm-7:15pmyin(e)hot,Friday3,6:15pm-7:15pm,Yin (E) Hot,Angela T.,,,,,,2021-12-03 18:15:00,2021-12-03 19:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12465015/12/03/2021
december3friday6:45pm-7:45pmzumbaâ®(e),Friday3,6:45pm-7:45pm,ZumbaÂ® (E),Lucy  L.,,,,,,2021-12-03 18:45:00,2021-12-03 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413417/12/03/2021
